Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
98,1,0,1,0,2,0.8499156999996558,20.0,18,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
99,1,0,1,0,2,1.1907415999994555,69.5,22,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
100,1,0,0,1,2,0.6417117999999391,47.0,6,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
101,1,0,0,1,2,1.4003394000001208,-74.5,12,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
102,1,0,0,1,2,1.915971499999614,51.5,1,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
103,1,0,0,1,2,0.7336911000002146,51.5,9,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
104,1,0,0,1,2,0.934112500000083,78.5,10,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
105,1,1,1,1,2,1.0669576999998753,-61.0,14,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
106,1,1,1,1,2,1.300846499999352,33.5,20,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
107,1,1,1,1,2,1.2504718999998659,78.5,24,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
108,1,1,0,0,2,1.0507911000004242,6.5,6,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
109,1,0,0,1,2,1.140337400000135,-61.0,8,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
110,1,0,1,0,2,0.583694299999479,78.5,24,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
111,1,0,0,1,2,0.39262240000061865,74.0,3,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
112,1,0,1,0,2,1.0340249000000767,-2.5,20,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
113,1,0,1,0,2,0.4749203999999736,38.0,21,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
114,1,0,0,1,2,0.625666199999614,-25.0,6,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
115,1,0,0,1,2,0.6003768999999011,74.0,0,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
116,1,0,1,0,2,0.8009941000000254,65.0,13,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
117,1,0,1,0,2,0.5753439000000071,69.5,16,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
118,1,0,0,1,2,0.45909370000026684,-16.0,4,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
119,1,0,0,1,2,2.251091200000701,29.0,10,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
120,1,1,0,0,2,0.78340339999977,78.5,2,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
121,1,0,0,1,2,0.3775279999999839,-65.5,8,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
122,1,0,1,0,2,0.6335502000001725,20.0,21,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
