Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
164,2,3,3,1,4,2.5167645999999877,2.0,19,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
165,2,1,0,0,4,1.3170411999999487,-43.0,9,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
166,2,2,2,1,4,1.5599003000002085,83.0,1,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
167,2,2,2,1,4,1.1167256999997335,15.5,11,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
168,2,1,0,0,4,1.3829074999998738,-74.5,7,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
169,2,0,1,0,4,1.2503662999997687,-34.0,15,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
170,2,2,2,1,4,1.1500551999997697,38.0,9,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
171,2,0,3,0,4,1.9823255999999674,-2.5,19,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
172,2,2,3,0,4,1.0796273999999357,42.5,21,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
173,3,2,2,1,8,0.7172704999998132,-61.0,17,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
174,3,6,7,0,8,6.984103200000391,20.0,14,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
175,2,1,1,1,4,0.849590199999966,-47.5,13,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
176,2,2,3,0,4,0.6674481000000014,33.5,23,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
177,3,6,6,1,8,1.2990789000000404,29.0,17,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
178,3,2,2,1,8,2.9342985999996927,-74.5,18,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
179,3,4,4,1,8,4.668296700000155,38.0,11,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
180,3,4,4,1,8,1.750493799999731,60.5,5,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
181,3,1,3,0,8,3.4513474000000315,-11.5,14,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
182,2,1,1,1,4,1.6495714000002408,-88.0,24,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
183,2,2,3,0,4,2.150433499999963,2.0,16,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
184,2,1,0,0,4,1.8325604999999996,-83.5,1,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
185,2,2,3,0,4,15.763662599999861,42.5,20,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
186,2,2,3,0,4,2.516562999999678,11.0,17,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
187,2,3,3,1,4,1.401359599999978,33.5,20,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
188,2,2,2,1,4,1.71648469999991,51.5,7,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
189,2,1,1,1,4,1.1663743999997678,-56.5,13,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
190,2,2,2,1,4,2.5838337999998657,6.5,3,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
191,2,1,0,0,4,1.6665194000001975,-65.5,7,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
192,2,0,2,0,4,5.667315400000007,-2.5,8,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
193,2,2,2,1,4,2.099251000000095,29.0,3,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
